partition,scene,frame,vc
FKIT,chocolate_cake,269,0.184453
FKIT,chocolate_cake,270,0.104546
FKIT,chocolate_cake,271,0.112715
FKIT,chocolate_cake,272,0.079528
FKIT,chocolate_cake,273,0.128393
FKIT,chocolate_cake,274,0.120002
FKIT,chocolate_cake,275,0.110929
FKIT,chocolate_cake,276,0.074534
FKIT,chocolate_cake,277,0.075630
FKIT,chocolate_cake,278,0.134906
FKIT,chocolate_cake,279,0.044707
FKIT,chocolate_cake,280,0.053200
FKIT,chocolate_cake,281,0.101322
FKIT,chocolate_cake,282,0.067199
FKIT,chocolate_cake,283,0.153435
FKIT,chocolate_cake,284,0.131045
FKIT,chocolate_cake,285,0.117006
FKIT,chocolate_cake,286,0.087178
FKIT,chocolate_cake,287,0.171891
FKIT,chocolate_cake,288,0.053009
FKIT,chocolate_cake,289,0.094415
FKIT,chocolate_cake,290,0.089894
FKIT,chocolate_cake,291,0.077110
FKIT,chocolate_cake,292,0.098748
FKIT,chocolate_cake,293,0.042967
FKIT,chocolate_cake,294,0.042206
FKIT,chocolate_cake,295,0.047380
FKIT,chocolate_cake,296,0.073697
FKIT,chocolate_cake,297,0.109343
FKIT,chocolate_cake,298,0.098067
FKIT,chocolate_cake,299,0.241984
FKIT,chocolate_cake,300,0.188823
FKIT,chocolate_cake,301,0.281830
FKIT,chocolate_cake,302,0.298225
FKIT,chocolate_cake,303,0.087928
FKIT,chocolate_cake,304,0.150006
FKIT,chocolate_cake,305,0.162166
FKIT,chocolate_cake,306,0.153425
FKIT,chocolate_cake,307,0.118272
FKIT,chocolate_cake,308,0.093001
FKIT,chocolate_cake,309,0.098116
FKIT,chocolate_cake,310,0.237733
FKIT,chocolate_cake,311,0.067738
FKIT,chocolate_cake,312,0.254054
FKIT,chocolate_cake,313,0.177083
FKIT,chocolate_cake,314,0.075291
FKIT,chocolate_cake,315,0.204793
FKIT,chocolate_cake,316,0.211722
FKIT,chocolate_cake,317,0.124152
FKIT,chocolate_cake,318,0.248144
FKIT,chocolate_cake,319,0.156460
FKIT,chocolate_cake,320,0.236538
FKIT,chocolate_cake,321,0.135501
FKIT,chocolate_cake,322,0.113943
FKIT,chocolate_cake,323,0.113606
FKIT,chocolate_cake,324,0.113367
FKIT,chocolate_cake,325,0.058030
FKIT,chocolate_cake,326,0.155980
FKIT,chocolate_cake,327,0.111907
FKIT,chocolate_cake,328,0.105617
FKIT,chocolate_cake,329,0.105337
FKIT,chocolate_cake,330,0.161475
FKIT,chocolate_cake,331,0.223094
FKIT,chocolate_cake,332,0.170436
FKIT,chocolate_cake,333,0.243508
FKIT,chocolate_cake,334,0.186563
FKIT,chocolate_cake,335,0.222497
FKIT,chocolate_cake,336,0.268946
FKIT,chocolate_cake,337,0.038656
FKIT,chocolate_cake,338,0.115604
FKIT,chocolate_cake,339,0.200664
FKIT,chocolate_cake,340,0.121100
FKIT,chocolate_cake,341,0.180332
FKIT,chocolate_cake,342,0.118329
FKIT,chocolate_cake,343,0.183991
FKIT,chocolate_cake,344,0.204744
FKIT,chocolate_cake,345,0.193211
FKIT,chocolate_cake,346,0.193695
FKIT,chocolate_cake,347,0.316646
FKIT,chocolate_cake,348,0.222599
FKIT,chocolate_cake,349,0.291438
FKIT,chocolate_cake,350,0.093214
FKIT,chocolate_cake,351,0.122368
FKIT,chocolate_cake,352,0.115098
FKIT,chocolate_cake,353,0.168043
FKIT,chocolate_cake,354,0.084135
FKIT,chocolate_cake,355,0.144367
FKIT,chocolate_cake,356,0.121659
FKIT,chocolate_cake,357,0.121944
FKIT,chocolate_cake,358,0.127013
FKIT,chocolate_cake,359,0.257722
FKIT,chocolate_cake,360,0.439702
FKIT,chocolate_cake,361,0.181843
FKIT,chocolate_cake,362,0.064322
FKIT,chocolate_cake,363,0.197575
FKIT,chocolate_cake,364,0.339319
FKIT,chocolate_cake,365,0.338858
FKIT,chocolate_cake,366,0.253407
FKIT,chocolate_cake,367,0.256772
FKIT,chocolate_cake,368,0.130454
FKIT,chocolate_cake,369,0.194534
FKIT,chocolate_cake,370,0.207124
FKIT,chocolate_cake,371,0.246478
FKIT,chocolate_cake,372,0.125229
FKIT,chocolate_cake,373,0.326840
FKIT,chocolate_cake,374,0.211448
FKIT,chocolate_cake,375,0.217866
FKIT,chocolate_cake,376,0.311444
FKIT,chocolate_cake,377,0.195767
FKIT,chocolate_cake,378,0.092726
FKIT,chocolate_cake,379,0.236902
FKIT,chocolate_cake,380,0.076862
FKIT,chocolate_cake,381,0.122292
FKIT,chocolate_cake,382,0.158764
FKIT,chocolate_cake,383,0.240719
FKIT,chocolate_cake,384,0.067736
FKIT,chocolate_cake,385,0.198701
FKIT,chocolate_cake,386,0.190226
FKIT,chocolate_cake,387,0.143435
FKIT,chocolate_cake,388,0.265668
FKIT,chocolate_cake,389,0.097253
FKIT,chocolate_cake,390,0.172929
FKIT,chocolate_cake,391,0.228677
FKIT,chocolate_cake,392,0.156958
FKIT,chocolate_cake,393,0.119061
FKIT,chocolate_cake,394,0.264421
FKIT,chocolate_cake,395,0.229997
FKIT,chocolate_cake,396,0.113800
FKIT,chocolate_cake,397,0.115305
FKIT,chocolate_cake,398,0.067077
FKIT,chocolate_cake,399,0.070394
FKIT,chocolate_cake,400,0.158666
FKIT,chocolate_cake,401,0.038061
FKIT,chocolate_cake,402,0.196466
FKIT,chocolate_cake,403,0.147276
FKIT,chocolate_cake,404,0.201392
FKIT,chocolate_cake,405,0.165028
FKIT,chocolate_cake,406,0.129369
FKIT,chocolate_cake,407,0.146474
FKIT,chocolate_cake,408,0.325519
FKIT,chocolate_cake,409,0.192631
FKIT,chocolate_cake,410,0.060471
FKIT,chocolate_cake,411,0.255145
FKIT,chocolate_cake,412,0.152506
FKIT,chocolate_cake,413,0.179259
FKIT,chocolate_cake,414,0.195800
FKIT,chocolate_cake,415,0.141880
FKIT,chocolate_cake,416,0.146094
FKIT,chocolate_cake,417,0.074146
FKIT,chocolate_cake,418,0.084297
FKIT,chocolate_cake,419,0.087216
FKIT,chocolate_cake,420,0.122949
FKIT,chocolate_cake,421,0.278614
FKIT,chocolate_cake,422,0.266473
FKIT,chocolate_cake,423,0.017969
FKIT,chocolate_cake,424,0.230749
FKIT,chocolate_cake,425,0.128454
FKIT,chocolate_cake,426,0.217594
FKIT,chocolate_cake,427,0.185146
FKIT,chocolate_cake,428,0.079672
FKIT,chocolate_cake,429,0.174835
FKIT,chocolate_cake,430,0.132485
FKIT,chocolate_cake,431,0.104083
FKIT,chocolate_cake,432,0.193794
FKIT,chocolate_cake,433,0.199521
FKIT,chocolate_cake,434,0.195823
FKIT,chocolate_cake,435,0.157807
FKIT,chocolate_cake,436,0.069903
FKIT,chocolate_cake,437,0.119536
FKIT,chocolate_cake,438,0.062798
FKIT,chocolate_cake,439,0.220591
FKIT,chocolate_cake,440,0.071152
FKIT,chocolate_cake,441,0.164683
FKIT,chocolate_cake,442,0.036365
FKIT,chocolate_cake,443,0.144167
FKIT,chocolate_cake,444,0.237232
FKIT,chocolate_cake,445,0.161889
FKIT,chocolate_cake,446,0.213893
FKIT,chocolate_cake,447,0.129670
FKIT,chocolate_cake,448,0.134322
FKIT,chocolate_cake,449,0.235920
FKIT,chocolate_cake,450,0.090712
FKIT,chocolate_cake,451,0.074954
FKIT,chocolate_cake,452,0.092043
FKIT,chocolate_cake,453,0.191274
FKIT,chocolate_cake,454,0.129074
FKIT,chocolate_cake,455,0.206536
FKIT,chocolate_cake,456,0.061891
FKIT,chocolate_cake,457,0.167312
FKIT,chocolate_cake,458,0.186848
FKIT,chocolate_cake,459,0.042883
FKIT,chocolate_cake,460,0.117163
FKIT,chocolate_cake,461,0.222067
FKIT,chocolate_cake,462,0.138040
FKIT,chocolate_cake,463,0.207960
FKIT,chocolate_cake,464,0.173890
FKIT,chocolate_cake,465,0.174475
FKIT,chocolate_cake,466,0.043032
FKIT,chocolate_cake,467,0.127681
FKIT,chocolate_cake,468,0.073255
FKIT,chocolate_cake,469,0.164799
FKIT,chocolate_cake,470,0.059423
FKIT,chocolate_cake,471,0.167837
FKIT,chocolate_cake,472,0.033349
FKIT,chocolate_cake,473,0.177000
FKIT,chocolate_cake,474,0.081271
FKIT,chocolate_cake,475,0.176864
FKIT,chocolate_cake,476,0.124411
FKIT,chocolate_cake,477,0.107259
FKIT,chocolate_cake,478,0.103819
FKIT,chocolate_cake,479,0.056479
FKIT,chocolate_cake,480,0.139052
FKIT,chocolate_cake,481,0.127247
FKIT,chocolate_cake,482,0.109525
FKIT,chocolate_cake,483,0.078173
FKIT,chocolate_cake,484,0.075422
FKIT,chocolate_cake,485,0.091693
FKIT,chocolate_cake,486,0.058928
FKIT,chocolate_cake,487,0.070266
FKIT,chocolate_cake,488,0.069419
FKIT,chocolate_cake,489,0.157996
FKIT,chocolate_cake,490,0.156782
FKIT,chocolate_cake,491,0.147598
FKIT,chocolate_cake,492,0.161194
FKIT,chocolate_cake,493,0.128970
FKIT,chocolate_cake,494,0.095379
FKIT,chocolate_cake,495,0.165386
FKIT,chocolate_cake,496,0.133856
FKIT,chocolate_cake,497,0.102399
FKIT,chocolate_cake,498,0.075529
FKIT,chocolate_cake,499,0.104091
FKIT,chocolate_cake,500,0.233032
FKIT,chocolate_cake,501,0.147820
FKIT,chocolate_cake,502,0.110360
FKIT,chocolate_cake,503,0.059706
FKIT,chocolate_cake,504,0.049141
FKIT,chocolate_cake,505,0.190624
FKIT,chocolate_cake,506,0.203963
FKIT,chocolate_cake,507,0.129209
FKIT,chocolate_cake,508,0.226085
FKIT,chocolate_cake,509,0.108396
FKIT,chocolate_cake,510,0.196503
FKIT,chocolate_cake,511,0.130328
FKIT,chocolate_cake,512,0.139127
FKIT,chocolate_cake,513,0.160644
FKIT,chocolate_cake,514,0.169656
FKIT,chocolate_cake,515,0.107545
FKIT,chocolate_cake,516,0.211514
FKIT,chocolate_cake,517,0.119427
FKIT,chocolate_cake,518,0.150266
FKIT,chocolate_cake,519,0.159649
FKIT,chocolate_cake,520,0.241126
FKIT,chocolate_cake,521,0.281554
FKIT,chocolate_cake,522,0.092261
FKIT,chocolate_cake,523,0.112150
FKIT,chocolate_cake,524,0.306171
FKIT,chocolate_cake,525,0.217035
FKIT,chocolate_cake,526,0.109744
FKIT,chocolate_cake,527,0.270807
FKIT,chocolate_cake,528,0.244938
FKIT,chocolate_cake,529,0.161324
FKIT,chocolate_cake,530,0.255522
FKIT,chocolate_cake,531,0.317000
FKIT,chocolate_cake,532,0.154559
FKIT,chocolate_cake,533,0.163343
FKIT,chocolate_cake,534,0.255729
FKIT,chocolate_cake,535,0.274418
FKIT,chocolate_cake,536,0.197059
FKIT,chocolate_cake,537,0.047989
FKIT,chocolate_cake,538,0.130946
FKIT,chocolate_cake,539,0.081579
FKIT,chocolate_cake,540,0.137582
FKIT,chocolate_cake,541,0.190776
FKIT,chocolate_cake,542,0.204146
FKIT,chocolate_cake,543,0.148918
FKIT,chocolate_cake,544,0.188173
FKIT,chocolate_cake,545,0.143506
FKIT,chocolate_cake,546,0.068855
FKIT,chocolate_cake,547,0.153462
FKIT,chocolate_cake,548,0.078102
FKIT,chocolate_cake,549,0.133307
FKIT,chocolate_cake,550,0.067833
FKIT,chocolate_cake,551,0.223121
FKIT,chocolate_cake,552,0.036195
FKIT,chocolate_cake,553,0.264706
FKIT,chocolate_cake,554,0.133349
FKIT,chocolate_cake,555,0.382660
FKIT,chocolate_cake,556,0.102017
FKIT,chocolate_cake,557,0.184381
FKIT,chocolate_cake,558,0.188320
FKIT,chocolate_cake,559,0.169591
FKIT,chocolate_cake,560,0.140379
FKIT,chocolate_cake,561,0.127503
FKIT,chocolate_cake,562,0.380690
FKIT,chocolate_cake,563,0.072076
FKIT,chocolate_cake,564,0.124905
FKIT,chocolate_cake,565,0.073595
FKIT,chocolate_cake,566,0.180175
FKIT,chocolate_cake,567,0.207491
FKIT,chocolate_cake,568,0.255928
FKIT,chocolate_cake,569,0.170710
FKIT,chocolate_cake,570,0.149233
FKIT,chocolate_cake,571,0.210543
FKIT,chocolate_cake,572,0.094199
FKIT,chocolate_cake,573,0.086087
FKIT,chocolate_cake,574,0.049752
FKIT,chocolate_cake,575,0.106703
FKIT,chocolate_cake,576,0.040636
FKIT,chocolate_cake,577,0.155207
FKIT,chocolate_cake,578,0.128892
FKIT,chocolate_cake,579,0.102689
FKIT,chocolate_cake,580,0.127463
FKIT,chocolate_cake,581,0.114718
FKIT,chocolate_cake,582,0.081344
FKIT,chocolate_cake,583,0.103890
FKIT,chocolate_cake,584,0.100160
FKIT,chocolate_cake,585,0.043274
FKIT,chocolate_cake,586,0.068772
FKIT,chocolate_cake,587,0.172094
FKIT,chocolate_cake,588,0.259464
FKIT,chocolate_cake,589,0.289014
FKIT,chocolate_cake,590,0.212401
FKIT,chocolate_cake,591,0.448008
FKIT,chocolate_cake,592,0.110542
FKIT,chocolate_cake,593,0.073566
FKIT,chocolate_cake,594,0.256624
FKIT,chocolate_cake,595,0.176454
FKIT,chocolate_cake,596,0.124231
FKIT,chocolate_cake,597,0.500769
FKIT,chocolate_cake,598,0.345894
FKIT,chocolate_cake,599,0.331908
FKIT,chocolate_cake,600,0.286735
FKIT,chocolate_cake,601,0.120461
FKIT,chocolate_cake,602,0.261205
FKIT,chocolate_cake,603,0.241426
FKIT,chocolate_cake,604,0.191178
FKIT,chocolate_cake,605,0.095300
FKIT,chocolate_cake,606,0.304147
FKIT,chocolate_cake,607,0.219150
FKIT,chocolate_cake,608,0.065263
FKIT,chocolate_cake,609,0.147289
FKIT,chocolate_cake,610,0.166887
FKIT,chocolate_cake,611,0.207834
FKIT,chocolate_cake,612,0.210526
FKIT,chocolate_cake,613,0.135431
FKIT,chocolate_cake,614,0.148750
FKIT,chocolate_cake,615,0.164643
FKIT,chocolate_cake,616,0.140478
FKIT,chocolate_cake,617,0.090232
FKIT,chocolate_cake,618,0.025737
FKIT,chocolate_cake,619,0.054151
FKIT,chocolate_cake,620,0.181082
FKIT,chocolate_cake,621,0.152506
FKIT,chocolate_cake,622,0.316567
FKIT,chocolate_cake,623,0.288679
FKIT,chocolate_cake,624,0.163303
FKIT,chocolate_cake,625,0.160816
FKIT,chocolate_cake,626,0.288865
FKIT,chocolate_cake,627,0.268496
FKIT,chocolate_cake,628,0.151882
FKIT,chocolate_cake,629,0.230262
FKIT,chocolate_cake,630,0.123923
FKIT,chocolate_cake,631,0.167853
FKIT,chocolate_cake,632,0.293749
FKIT,chocolate_cake,633,0.115474
FKIT,chocolate_cake,634,0.146297
FKIT,chocolate_cake,635,0.071762
FKIT,chocolate_cake,636,0.148248
FKIT,chocolate_cake,637,0.073015
FKIT,chocolate_cake,638,0.159243
FKIT,chocolate_cake,639,0.171663
FKIT,chocolate_cake,640,0.185003
FKIT,chocolate_cake,641,0.128423
FKIT,chocolate_cake,642,0.063652
FKIT,chocolate_cake,643,0.269328
FKIT,chocolate_cake,644,0.148696
FKIT,chocolate_cake,645,0.103339
FKIT,chocolate_cake,646,0.174749
FKIT,chocolate_cake,647,0.206826
FKIT,chocolate_cake,648,0.206433
FKIT,chocolate_cake,649,0.249007
FKIT,chocolate_cake,650,0.161963
FKIT,chocolate_cake,651,0.052049
FKIT,chocolate_cake,652,0.146191
FKIT,chocolate_cake,653,0.243606
FKIT,chocolate_cake,654,0.284025
FKIT,chocolate_cake,655,0.201287
FKIT,chocolate_cake,656,0.181945
FKIT,chocolate_cake,657,0.056330
FKIT,chocolate_cake,658,0.097498
FKIT,chocolate_cake,659,0.036968
FKIT,chocolate_cake,660,0.038977
FKIT,chocolate_cake,661,0.159746
FKIT,chocolate_cake,662,0.145881
FKIT,chocolate_cake,663,0.072788
FKIT,chocolate_cake,664,0.135663
FKIT,chocolate_cake,665,0.073365
FKIT,chocolate_cake,666,0.165444
FKIT,chocolate_cake,667,0.112946
FKIT,chocolate_cake,668,0.150854
FKIT,chocolate_cake,669,0.270200
FKIT,chocolate_cake,670,0.217744
FKIT,chocolate_cake,671,0.257513
FKIT,chocolate_cake,672,0.073737
FKIT,chocolate_cake,673,0.108574
FKIT,chocolate_cake,674,0.045725
FKIT,chocolate_cake,675,0.076521
FKIT,chocolate_cake,676,0.080321
FKIT,chocolate_cake,677,0.193325
FKIT,chocolate_cake,678,0.166030
FKIT,chocolate_cake,679,0.240519
FKIT,chocolate_cake,680,0.224504
FKIT,chocolate_cake,681,0.189476
FKIT,chocolate_cake,682,0.054051
FKIT,chocolate_cake,683,0.025346
FKIT,chocolate_cake,684,0.270800
FKIT,chocolate_cake,685,0.302725
FKIT,chocolate_cake,686,0.327949
FKIT,chocolate_cake,687,0.177485
FKIT,chocolate_cake,688,0.220644
FKIT,chocolate_cake,689,0.187452
FKIT,chocolate_cake,690,0.280033
FKIT,chocolate_cake,691,0.115652
FKIT,chocolate_cake,692,0.153949
FKIT,chocolate_cake,693,0.137674
FKIT,chocolate_cake,694,0.186214
FKIT,chocolate_cake,695,0.046325
FKIT,chocolate_cake,696,0.061109
FKIT,chocolate_cake,697,0.230858
FKIT,chocolate_cake,698,0.138751
FKIT,chocolate_cake,699,0.085856
FKIT,chocolate_cake,700,0.125828
FKIT,chocolate_cake,701,0.206312
FKIT,chocolate_cake,702,0.217957
FKIT,chocolate_cake,703,0.071984
FKIT,chocolate_cake,704,0.150979
FKIT,chocolate_cake,705,0.190297
FKIT,chocolate_cake,706,0.220585
FKIT,chocolate_cake,707,0.080929
FKIT,chocolate_cake,708,0.075814
FKIT,chocolate_cake,709,0.135458
FKIT,chocolate_cake,710,0.180307
FKIT,chocolate_cake,711,0.070945
FKIT,chocolate_cake,712,0.211678
FKIT,chocolate_cake,713,0.305866
FKIT,chocolate_cake,714,0.089236
FKIT,chocolate_cake,715,0.220678
FKIT,chocolate_cake,716,0.346348
FKIT,chocolate_cake,717,0.161599
FKIT,chocolate_cake,718,0.084163
FKIT,chocolate_cake,719,0.142239
FKIT,chocolate_cake,720,0.225361
FKIT,chocolate_cake,721,0.178717
FKIT,chocolate_cake,722,0.083801
FKIT,chocolate_cake,723,0.094175
FKIT,chocolate_cake,724,0.172760
FKIT,chocolate_cake,725,0.263362
FKIT,chocolate_cake,726,0.128797
FKIT,chocolate_cake,727,0.212734
FKIT,chocolate_cake,728,0.042204
FKIT,chocolate_cake,729,0.230205
FKIT,chocolate_cake,730,0.116770
FKIT,chocolate_cake,731,0.081286
FKIT,chocolate_cake,732,0.187124
FKIT,chocolate_cake,733,0.052101
FKIT,chocolate_cake,734,0.169667
FKIT,chocolate_cake,735,0.118104
FKIT,chocolate_cake,736,0.229810
FKIT,chocolate_cake,737,0.184467
FKIT,chocolate_cake,738,0.254909
FKIT,chocolate_cake,739,0.265828
FKIT,chocolate_cake,740,0.285391
FKIT,chocolate_cake,741,0.301759
FKIT,chocolate_cake,742,0.330314
FKIT,chocolate_cake,743,0.074586
FKIT,chocolate_cake,744,0.307645
FKIT,chocolate_cake,745,0.268912
FKIT,chocolate_cake,746,0.206833
FKIT,chocolate_cake,747,0.168228
FKIT,chocolate_cake,748,0.203501
FKIT,chocolate_cake,749,0.302421
FKIT,chocolate_cake,750,0.350303
FKIT,chocolate_cake,751,0.229329
FKIT,chocolate_cake,752,0.212324
FKIT,chocolate_cake,753,0.229853
FKIT,chocolate_cake,754,0.067925
FKIT,chocolate_cake,755,0.155744
FKIT,chocolate_cake,756,0.147039
FKIT,chocolate_cake,757,0.128111
FKIT,chocolate_cake,758,0.180927
FKIT,chocolate_cake,759,0.195006
FKIT,chocolate_cake,760,0.090087
FKIT,chocolate_cake,761,0.103777
FKIT,chocolate_cake,762,0.084764
FKIT,chocolate_cake,763,0.055275
FKIT,chocolate_cake,764,0.064641
FKIT,chocolate_cake,765,0.095194
FKIT,chocolate_cake,766,0.048748
FKIT,chocolate_cake,767,0.128947
FKIT,chocolate_cake,768,0.112469
FKIT,chocolate_cake,769,0.080804
FKIT,chocolate_cake,770,0.255865
FKIT,chocolate_cake,771,0.040617
FKIT,chocolate_cake,772,0.135326
FKIT,chocolate_cake,773,0.144184
FKIT,chocolate_cake,774,0.171996
FKIT,chocolate_cake,775,0.257674
FKIT,chocolate_cake,776,0.232182
FKIT,chocolate_cake,777,0.182654
FKIT,chocolate_cake,778,0.213942
FKIT,chocolate_cake,779,0.101960
FKIT,chocolate_cake,780,0.210331
FKIT,donut,0,
FKIT,donut,1,0.047944
FKIT,donut,2,0.042017
FKIT,donut,3,0.014882
FKIT,donut,4,0.013152
FKIT,donut,5,0.034725
FKIT,donut,6,0.041398
FKIT,donut,7,0.037065
FKIT,donut,8,0.020941
FKIT,donut,9,0.036101
FKIT,donut,10,0.035591
FKIT,donut,11,0.023503
FKIT,donut,12,0.036945
FKIT,donut,13,0.187022
FKIT,donut,14,0.230275
FKIT,donut,15,0.088795
FKIT,donut,16,0.157041
FKIT,donut,17,0.083441
FKIT,donut,18,0.141462
FKIT,donut,19,0.227273
FKIT,donut,20,0.114837
FKIT,donut,21,0.097687
FKIT,donut,22,0.028855
FKIT,donut,23,0.123167
FKIT,donut,24,0.043409
FKIT,donut,25,0.069762
FKIT,donut,26,0.007636
FKIT,donut,27,0.071640
FKIT,donut,28,0.051900
FKIT,donut,29,0.180928
FKIT,donut,30,0.108684
FKIT,donut,31,0.130296
FKIT,donut,32,0.136212
FKIT,donut,33,0.099702
FKIT,donut,34,0.077444
FKIT,donut,35,0.081178
FKIT,donut,36,0.065976
FKIT,donut,37,0.114673
FKIT,donut,38,0.057678
FKIT,donut,39,0.064729
FKIT,donut,40,0.055521
FKIT,donut,41,0.031765
FKIT,donut,42,0.127570
FKIT,donut,43,0.080104
FKIT,donut,44,0.050494
FKIT,donut,45,0.066704
FKIT,donut,46,0.087154
FKIT,donut,47,0.164984
FKIT,donut,48,0.112782
FKIT,donut,49,0.110024
FKIT,donut,50,0.120421
FKIT,donut,51,0.117530
FKIT,donut,52,0.068559
FKIT,donut,53,0.033157
FKIT,donut,54,0.055375
FKIT,donut,55,0.078027
FKIT,donut,56,0.092223
FKIT,donut,57,0.118337
FKIT,donut,58,0.107196
FKIT,donut,59,0.129666
FKIT,donut,60,0.066859
FKIT,donut,61,0.096260
FKIT,donut,62,0.098260
FKIT,donut,63,0.172835
FKIT,donut,64,0.136764
FKIT,donut,65,0.117761
FKIT,donut,66,0.061012
FKIT,donut,67,0.066274
FKIT,donut,68,0.046046
FKIT,donut,69,0.076854
FKIT,donut,70,0.067741
FKIT,donut,71,0.064072
FKIT,donut,72,0.143765
FKIT,donut,73,0.121781
FKIT,donut,74,0.072183
FKIT,donut,75,0.071217
FKIT,donut,76,0.047450
FKIT,donut,77,0.016794
FKIT,donut,78,0.065754
FKIT,donut,79,0.143670
FKIT,donut,80,0.061513
FKIT,donut,81,0.038861
FKIT,donut,82,0.037791
FKIT,donut,83,0.098849
FKIT,donut,84,0.138698
FKIT,donut,85,0.141956
FKIT,donut,86,0.164808
FKIT,donut,87,0.097188
FKIT,donut,88,0.147378
FKIT,donut,89,0.082425
FKIT,donut,90,0.043569
FKIT,donut,91,0.082971
FKIT,donut,92,0.121357
FKIT,donut,93,0.094869
FKIT,donut,94,0.081094
FKIT,donut,95,0.072292
FKIT,donut,96,0.060611
FKIT,donut,97,0.198905
FKIT,donut,98,0.248570
FKIT,donut,99,0.249273
FKIT,donut,100,0.175916
FKIT,donut,101,0.164198
FKIT,donut,102,0.032710
FKIT,donut,103,0.032256
FKIT,donut,104,0.090099
FKIT,donut,105,0.191637
FKIT,donut,106,0.150246
FKIT,donut,107,0.164574
FKIT,donut,108,0.092363
FKIT,donut,109,0.151349
FKIT,donut,110,0.073722
FKIT,donut,111,0.034542
FKIT,donut,112,0.070488
FKIT,donut,113,0.122561
FKIT,donut,114,0.092161
FKIT,donut,115,0.161816
FKIT,donut,116,0.087859
FKIT,donut,117,0.108994
FKIT,donut,118,0.179297
FKIT,donut,119,0.039513
FKIT,donut,120,0.043301
FKIT,donut,121,0.250944
FKIT,donut,122,0.150562
FKIT,donut,123,0.040517
FKIT,donut,124,0.172312
FKIT,donut,125,0.078462
FKIT,donut,126,0.114399
FKIT,donut,127,0.084403
FKIT,donut,128,0.095014
FKIT,donut,129,0.059418
FKIT,donut,130,0.025563
FKIT,donut,131,0.069181
FKIT,donut,132,0.086618
FKIT,donut,133,0.118681
FKIT,donut,134,0.167887
FKIT,donut,135,0.209026
FKIT,donut,136,0.188129
FKIT,donut,137,0.091539
FKIT,donut,138,0.087603
FKIT,donut,139,0.082541
FKIT,donut,140,0.111224
FKIT,donut,141,0.125657
FKIT,donut,142,0.154995
FKIT,donut,143,0.140856
FKIT,donut,144,0.107171
FKIT,donut,145,0.141670
FKIT,donut,146,0.138109
FKIT,donut,147,0.090093
FKIT,donut,148,0.083829
FKIT,donut,149,0.128220
FKIT,donut,150,0.071790
FKIT,donut,151,0.053334
FKIT,donut,152,0.118005
FKIT,donut,153,0.063578
FKIT,donut,154,0.036074
FKIT,donut,155,0.068474
FKIT,donut,156,0.041689
FKIT,donut,157,0.073046
FKIT,donut,158,0.114709
FKIT,donut,159,0.099588
FKIT,donut,160,0.134196
FKIT,donut,161,0.016948
FKIT,donut,162,0.096754
FKIT,donut,163,0.106802
FKIT,donut,164,0.129743
FKIT,donut,165,0.102437
FKIT,donut,166,0.051683
FKIT,donut,167,0.103344
FKIT,donut,168,0.077543
FKIT,donut,169,0.082985
FKIT,donut,170,0.021917
FKIT,donut,171,0.036975
FKIT,donut,172,0.103129
FKIT,donut,173,0.127079
FKIT,donut,174,0.114815
FKIT,donut,175,0.132692
FKIT,donut,176,0.104505
FKIT,donut,177,0.093840
FKIT,donut,178,0.036334
FKIT,donut,179,0.093882
FKIT,donut,180,0.102001
FKIT,donut,181,0.024950
FKIT,donut,182,0.069678
FKIT,donut,183,0.031775
FKIT,donut,184,0.058226
FKIT,donut,185,0.065674
FKIT,donut,186,0.126442
FKIT,donut,187,0.179172
FKIT,donut,188,0.054649
FKIT,donut,189,0.068175
FKIT,donut,190,0.087893
FKIT,donut,191,0.120888
FKIT,donut,192,0.095913
FKIT,donut,193,0.107737
FKIT,donut,194,0.178962
FKIT,donut,195,0.184675
FKIT,donut,196,0.169338
FKIT,donut,197,0.105606
FKIT,donut,198,0.088843
FKIT,donut,199,0.113731
FKIT,donut,200,0.131548
FKIT,donut,201,0.127459
FKIT,donut,202,0.151650
FKIT,donut,203,0.149916
FKIT,donut,204,0.106078
FKIT,donut,205,0.115228
FKIT,donut,206,0.153585
FKIT,donut,207,0.130191
FKIT,donut,208,0.188995
FKIT,donut,209,0.059118
FKIT,donut,210,0.050576
FKIT,donut,211,0.058509
FKIT,donut,212,0.080823
FKIT,donut,213,0.116058
FKIT,donut,214,0.216958
FKIT,donut,215,0.178462
FKIT,donut,216,0.063290
FKIT,donut,217,0.108443
FKIT,donut,218,0.067051
FKIT,donut,219,0.151249
FKIT,donut,220,0.073097
FKIT,donut,221,0.100402
FKIT,donut,222,0.065592
FKIT,donut,223,0.100736
FKIT,donut,224,0.153911
FKIT,donut,225,0.136903
FKIT,donut,226,0.196317
FKIT,donut,227,0.201111
FKIT,donut,228,0.216519
FKIT,donut,229,0.172583
FKIT,donut,230,0.298222
FKIT,donut,231,0.115631
FKIT,donut,232,0.151183
FKIT,donut,233,0.049154
FKIT,donut,234,0.134929
FKIT,donut,235,0.279940
FKIT,donut,236,0.352295
FKIT,donut,237,0.157084
FKIT,donut,238,0.175104
FKIT,donut,239,0.213611
FKIT,donut,240,0.112024
FKIT,donut,241,0.045286
FKIT,donut,242,0.113630
FKIT,donut,243,0.090313
FKIT,donut,244,0.218609
FKIT,donut,245,0.293000
FKIT,donut,246,0.385340
FKIT,donut,247,0.248817
FKIT,donut,248,0.227894
FKIT,donut,249,0.205846
